station_id,date,observation_type,latitude,longitude,elevation,temperature,precipitation,snowfall,snowdepth
SZ000001940,20240112,TMAX,47.5331,7.5831,316.0,-2.0,0.0,,4.0
SZ000001940,20240112,TMIN,47.5331,7.5831,316.0,-7.5,0.0,,4.0
SZ000001940,20240112,TAVG,47.5331,7.5831,316.0,-4.4,0.0,,4.0
SZ000001940,20240113,TMAX,47.5331,7.5831,316.0,-2.6,0.0,,4.0
SZ000001940,20240113,TMIN,47.5331,7.5831,316.0,-6.3,0.0,,4.0
SZ000001940,20240113,TAVG,47.5331,7.5831,316.0,-4.4,0.0,,4.0
SZ000001940,20240114,TMAX,47.5331,7.5831,316.0,-0.6,0.0,,4.0
SZ000001940,20240114,TMIN,47.5331,7.5831,316.0,-8.9,0.0,,4.0
SZ000001940,20240114,TAVG,47.5331,7.5831,316.0,-4.4,0.0,,4.0
SZ000001940,20240115,TMAX,47.5331,7.5831,316.0,4.1,0.0,,4.0
SZ000001940,20240115,TMIN,47.5331,7.5831,316.0,-2.8,0.0,,4.0
SZ000001940,20240115,TAVG,47.5331,7.5831,316.0,0.7,0.0,,4.0
SZ000001940,20240116,TMAX,47.5331,7.5831,316.0,1.1,6.0,,1.0
SZ000001940,20240116,TMIN,47.5331,7.5831,316.0,-5.0,6.0,,1.0
SZ000001940,20240116,TAVG,47.5331,7.5831,316.0,-1.7,6.0,,1.0
SZ000001940,20240117,TMAX,47.5331,7.5831,316.0,11.4,7.8,,0.0
SZ000001940,20240117,TMIN,47.5331,7.5831,316.0,0.3,7.8,,0.0
SZ000001940,20240117,TAVG,47.5331,7.5831,316.0,4.7,7.8,,0.0
SZ000001940,20240118,TMAX,47.5331,7.5831,316.0,12.5,8.8,,0.0
SZ000001940,20240118,TMIN,47.5331,7.5831,316.0,-0.5,8.8,,0.0
SZ000001940,20240118,TAVG,47.5331,7.5831,316.0,5.9,8.8,,0.0
SZ000001940,20240119,TMAX,47.5331,7.5831,316.0,1.5,0.0,,1.0
SZ000001940,20240119,TMIN,47.5331,7.5831,316.0,-4.3,0.0,,1.0
SZ000001940,20240119,TAVG,47.5331,7.5831,316.0,-1.6,0.0,,1.0
SZ000001940,20240120,TMAX,47.5331,7.5831,316.0,0.8,0.0,,0.0
SZ000001940,20240120,TMIN,47.5331,7.5831,316.0,-5.9,0.0,,0.0
SZ000001940,20240120,TAVG,47.5331,7.5831,316.0,-2.9,0.0,,0.0
SZ000001940,20240121,TMAX,47.5331,7.5831,316.0,3.8,0.0,,0.0
SZ000001940,20240121,TMIN,47.5331,7.5831,316.0,-4.2,0.0,,0.0
SZ000001940,20240121,TAVG,47.5331,7.5831,316.0,-0.9,0.0,,0.0
SZ000001940,20240122,TMAX,47.5331,7.5831,316.0,9.0,19.8,,0.0
SZ000001940,20240122,TMIN,47.5331,7.5831,316.0,-1.0,19.8,,0.0
SZ000001940,20240122,TAVG,47.5331,7.5831,316.0,3.4,19.8,,0.0
SZ000001940,20240123,TMAX,47.5331,7.5831,316.0,10.5,1.5,,0.0
SZ000001940,20240123,TMIN,47.5331,7.5831,316.0,5.9,1.5,,0.0
SZ000001940,20240123,TAVG,47.5331,7.5831,316.0,7.8,1.5,,0.0
SZ000001940,20240124,TMAX,47.5331,7.5831,316.0,14.9,4.7,,0.0
SZ000001940,20240124,TMIN,47.5331,7.5831,316.0,7.0,4.7,,0.0
SZ000001940,20240124,TAVG,47.5331,7.5831,316.0,11.3,4.7,,0.0
SZ000001940,20240125,TMAX,47.5331,7.5831,316.0,12.6,1.6,,0.0
SZ000001940,20240125,TMIN,47.5331,7.5831,316.0,8.7,1.6,,0.0
SZ000001940,20240125,TAVG,47.5331,7.5831,316.0,10.3,1.6,,0.0
SZ000001940,20240126,TMAX,47.5331,7.5831,316.0,12.4,0.7,,0.0
SZ000001940,20240126,TMIN,47.5331,7.5831,316.0,4.6,0.7,,0.0
SZ000001940,20240126,TAVG,47.5331,7.5831,316.0,9.6,0.7,,0.0
SZ000001940,20240127,TMAX,47.5331,7.5831,316.0,8.3,0.0,,0.0
SZ000001940,20240127,TMIN,47.5331,7.5831,316.0,1.5,0.0,,0.0
SZ000001940,20240127,TAVG,47.5331,7.5831,316.0,4.1,0.0,,0.0
SZ000001940,20240128,TMAX,47.5331,7.5831,316.0,9.1,0.0,,0.0
SZ000001940,20240128,TMIN,47.5331,7.5831,316.0,1.2,0.0,,0.0
SZ000001940,20240128,TAVG,47.5331,7.5831,316.0,4.8,0.0,,0.0
SZ000001940,20240129,TMAX,47.5331,7.5831,316.0,9.1,0.0,,0.0
SZ000001940,20240129,TMIN,47.5331,7.5831,316.0,0.6,0.0,,0.0
SZ000001940,20240129,TAVG,47.5331,7.5831,316.0,4.2,0.0,,0.0
SZ000001940,20240130,TMAX,47.5331,7.5831,316.0,9.6,0.0,,0.0
SZ000001940,20240130,TMIN,47.5331,7.5831,316.0,0.4,0.0,,0.0
SZ000001940,20240130,TAVG,47.5331,7.5831,316.0,4.8,0.0,,0.0
SZ000001940,20240131,TMAX,47.5331,7.5831,316.0,12.2,0.0,,0.0
SZ000001940,20240131,TMIN,47.5331,7.5831,316.0,1.7,0.0,,0.0
SZ000001940,20240131,TAVG,47.5331,7.5831,316.0,6.6,0.0,,0.0
SZ000001940,20240201,TMAX,47.5331,7.5831,316.0,10.2,1.0,,0.0
SZ000001940,20240201,TMIN,47.5331,7.5831,316.0,6.8,1.0,,0.0
SZ000001940,20240201,TAVG,47.5331,7.5831,316.0,8.7,1.0,,0.0
SZ000001940,20240202,TMAX,47.5331,7.5831,316.0,11.3,0.0,,0.0
SZ000001940,20240202,TMIN,47.5331,7.5831,316.0,3.0,0.0,,0.0
SZ000001940,20240202,TAVG,47.5331,7.5831,316.0,7.1,0.0,,0.0
SZ000001940,20240203,TMAX,47.5331,7.5831,316.0,9.5,0.0,,0.0
SZ000001940,20240203,TMIN,47.5331,7.5831,316.0,0.3,0.0,,0.0
SZ000001940,20240203,TAVG,47.5331,7.5831,316.0,4.7,0.0,,0.0
SZ000001940,20240204,TMAX,47.5331,7.5831,316.0,9.6,0.0,,0.0
SZ000001940,20240204,TMIN,47.5331,7.5831,316.0,3.4,0.0,,0.0
SZ000001940,20240204,TAVG,47.5331,7.5831,316.0,6.1,0.0,,0.0
SZ000001940,20240205,TMAX,47.5331,7.5831,316.0,10.3,0.0,,0.0
SZ000001940,20240205,TMIN,47.5331,7.5831,316.0,1.3,0.0,,0.0
SZ000001940,20240205,TAVG,47.5331,7.5831,316.0,5.8,0.0,,0.0
SZ000001940,20240206,TMAX,47.5331,7.5831,316.0,8.4,0.0,,0.0
SZ000001940,20240206,TMIN,47.5331,7.5831,316.0,1.1,0.0,,0.0
SZ000001940,20240206,TAVG,47.5331,7.5831,316.0,5.7,0.0,,0.0
SZ000001940,20240207,TMAX,47.5331,7.5831,316.0,13.1,0.4,,0.0
SZ000001940,20240207,TMIN,47.5331,7.5831,316.0,4.4,0.4,,0.0
SZ000001940,20240207,TAVG,47.5331,7.5831,316.0,9.3,0.4,,0.0
SZ000001940,20240208,TMAX,47.5331,7.5831,316.0,14.6,1.1,,0.0
SZ000001940,20240208,TMIN,47.5331,7.5831,316.0,8.9,1.1,,0.0
SZ000001940,20240208,TAVG,47.5331,7.5831,316.0,11.2,1.1,,0.0
SZ000001940,20240209,TMAX,47.5331,7.5831,316.0,13.7,3.7,,0.0
SZ000001940,20240209,TMIN,47.5331,7.5831,316.0,8.9,3.7,,0.0
SZ000001940,20240209,TAVG,47.5331,7.5831,316.0,10.8,3.7,,0.0
SZ000001940,20240210,TMAX,47.5331,7.5831,316.0,10.5,1.7,,0.0
SZ000001940,20240210,TMIN,47.5331,7.5831,316.0,6.1,1.7,,0.0
SZ000001940,20240210,TAVG,47.5331,7.5831,316.0,8.9,1.7,,0.0
SZ000001940,20240211,TMAX,47.5331,7.5831,316.0,10.8,0.6,,0.0
SZ000001940,20240211,TMIN,47.5331,7.5831,316.0,5.6,0.6,,0.0
SZ000001940,20240211,TAVG,47.5331,7.5831,316.0,8.0,0.6,,0.0
SZ000001940,20240212,TMAX,47.5331,7.5831,316.0,9.7,0.0,,0.0
SZ000001940,20240212,TMIN,47.5331,7.5831,316.0,5.3,0.0,,0.0
SZ000001940,20240212,TAVG,47.5331,7.5831,316.0,7.8,0.0,,0.0
SZ000001940,20240213,TMAX,47.5331,7.5831,316.0,11.5,0.0,,0.0
SZ000001940,20240213,TMIN,47.5331,7.5831,316.0,2.2,0.0,,0.0
SZ000001940,20240213,TAVG,47.5331,7.5831,316.0,6.9,0.0,,0.0
SZ000001940,20240214,TMAX,47.5331,7.5831,316.0,14.1,0.0,,0.0
SZ000001940,20240214,TMIN,47.5331,7.5831,316.0,4.6,0.0,,0.0
SZ000001940,20240214,TAVG,47.5331,7.5831,316.0,10.7,0.0,,0.0
SZ000001940,20240215,TMAX,47.5331,7.5831,316.0,14.4,0.0,,0.0
SZ000001940,20240215,TMIN,47.5331,7.5831,316.0,5.2,0.0,,0.0
SZ000001940,20240215,TAVG,47.5331,7.5831,316.0,9.4,0.0,,0.0
SZ000001940,20240216,TMAX,47.5331,7.5831,316.0,14.3,1.2,,0.0
SZ000001940,20240216,TMIN,47.5331,7.5831,316.0,7.8,1.2,,0.0
SZ000001940,20240216,TAVG,47.5331,7.5831,316.0,11.1,1.2,,0.0
SZ000001940,20240217,TMAX,47.5331,7.5831,316.0,11.9,0.7,,0.0
SZ000001940,20240217,TMIN,47.5331,7.5831,316.0,9.1,0.7,,0.0
SZ000001940,20240217,TAVG,47.5331,7.5831,316.0,10.5,0.7,,0.0
SZ000001940,20240218,TMAX,47.5331,7.5831,316.0,12.3,5.1,,0.0
SZ000001940,20240218,TMIN,47.5331,7.5831,316.0,7.1,5.1,,0.0
SZ000001940,20240218,TAVG,47.5331,7.5831,316.0,9.2,5.1,,0.0
SZ000001940,20240219,TMAX,47.5331,7.5831,316.0,12.8,0.6,,0.0
SZ000001940,20240219,TMIN,47.5331,7.5831,316.0,8.6,0.6,,0.0
SZ000001940,20240219,TAVG,47.5331,7.5831,316.0,10.2,0.6,,0.0
SZ000001940,20240220,TMAX,47.5331,7.5831,316.0,10.8,0.0,,0.0
SZ000001940,20240220,TMIN,47.5331,7.5831,316.0,4.6,0.0,,0.0
SZ000001940,20240220,TAVG,47.5331,7.5831,316.0,8.0,0.0,,0.0
SZ000001940,20240221,TMAX,47.5331,7.5831,316.0,13.4,3.4,,0.0
SZ000001940,20240221,TMIN,47.5331,7.5831,316.0,2.9,3.4,,0.0
SZ000001940,20240221,TAVG,47.5331,7.5831,316.0,7.7,3.4,,0.0
SZ000001940,20240222,TMAX,47.5331,7.5831,316.0,14.1,8.5,,0.0
SZ000001940,20240222,TMIN,47.5331,7.5831,316.0,5.0,8.5,,0.0
SZ000001940,20240222,TAVG,47.5331,7.5831,316.0,10.9,8.5,,0.0
SZ000001940,20240223,TMAX,47.5331,7.5831,316.0,10.5,0.3,,0.0
SZ000001940,20240223,TMIN,47.5331,7.5831,316.0,2.2,0.3,,0.0
SZ000001940,20240223,TAVG,47.5331,7.5831,316.0,6.8,0.3,,0.0
SZ000001940,20240224,TMAX,47.5331,7.5831,316.0,7.9,1.7,,0.0
SZ000001940,20240224,TMIN,47.5331,7.5831,316.0,1.7,1.7,,0.0
SZ000001940,20240224,TAVG,47.5331,7.5831,316.0,5.0,1.7,,0.0
SZ000001940,20240225,TMAX,47.5331,7.5831,316.0,13.1,0.6,,0.0
SZ000001940,20240225,TMIN,47.5331,7.5831,316.0,1.1,0.6,,0.0
SZ000001940,20240225,TAVG,47.5331,7.5831,316.0,6.7,0.6,,0.0
SZ000001940,20240226,TMAX,47.5331,7.5831,316.0,13.4,0.0,,0.0
SZ000001940,20240226,TMIN,47.5331,7.5831,316.0,4.3,0.0,,0.0
SZ000001940,20240226,TAVG,47.5331,7.5831,316.0,8.6,0.0,,0.0
SZ000001940,20240227,TMAX,47.5331,7.5831,316.0,10.5,0.1,,0.0
SZ000001940,20240227,TMIN,47.5331,7.5831,316.0,4.5,0.1,,0.0
SZ000001940,20240227,TAVG,47.5331,7.5831,316.0,7.6,0.1,,0.0
SZ000001940,20240228,TMAX,47.5331,7.5831,316.0,9.8,0.0,,0.0
SZ000001940,20240228,TMIN,47.5331,7.5831,316.0,4.7,0.0,,0.0
SZ000001940,20240228,TAVG,47.5331,7.5831,316.0,7.1,0.0,,0.0
SZ000001940,20240229,TMAX,47.5331,7.5831,316.0,11.4,0.5,,0.0
SZ000001940,20240229,TMIN,47.5331,7.5831,316.0,4.8,0.5,,0.0
SZ000001940,20240229,TAVG,47.5331,7.5831,316.0,7.2,0.5,,0.0
SZ000001940,20240301,TMAX,47.5331,7.5831,316.0,9.4,0.0,,0.0
SZ000001940,20240301,TMIN,47.5331,7.5831,316.0,5.6,0.0,,0.0
SZ000001940,20240301,TAVG,47.5331,7.5831,316.0,7.0,0.0,,0.0
SZ000001940,20240302,TMAX,47.5331,7.5831,316.0,13.6,0.0,,0.0
SZ000001940,20240302,TMIN,47.5331,7.5831,316.0,4.4,0.0,,0.0
SZ000001940,20240302,TAVG,47.5331,7.5831,316.0,8.3,0.0,,0.0
SZ000001940,20240303,TMAX,47.5331,7.5831,316.0,12.0,0.0,,0.0
SZ000001940,20240303,TMIN,47.5331,7.5831,316.0,4.7,0.0,,0.0
SZ000001940,20240303,TAVG,47.5331,7.5831,316.0,8.0,0.0,,0.0
SZ000001940,20240304,TMAX,47.5331,7.5831,316.0,8.7,0.0,,0.0
SZ000001940,20240304,TMIN,47.5331,7.5831,316.0,5.4,0.0,,0.0
SZ000001940,20240304,TAVG,47.5331,7.5831,316.0,6.8,0.0,,0.0
SZ000001940,20240305,TMAX,47.5331,7.5831,316.0,10.6,3.0,,0.0
SZ000001940,20240305,TMIN,47.5331,7.5831,316.0,5.6,3.0,,0.0
SZ000001940,20240305,TAVG,47.5331,7.5831,316.0,7.5,3.0,,0.0
SZ000001940,20240306,TMAX,47.5331,7.5831,316.0,7.2,7.5,,0.0
SZ000001940,20240306,TMIN,47.5331,7.5831,316.0,4.6,7.5,,0.0
SZ000001940,20240306,TAVG,47.5331,7.5831,316.0,5.6,7.5,,0.0
SZ000001940,20240307,TMAX,47.5331,7.5831,316.0,9.3,0.0,,0.0
SZ000001940,20240307,TMIN,47.5331,7.5831,316.0,2.7,0.0,,0.0
SZ000001940,20240307,TAVG,47.5331,7.5831,316.0,6.1,0.0,,0.0
SZ000001940,20240308,TMAX,47.5331,7.5831,316.0,10.9,0.0,,0.0
SZ000001940,20240308,TMIN,47.5331,7.5831,316.0,1.4,0.0,,0.0
SZ000001940,20240308,TAVG,47.5331,7.5831,316.0,6.3,0.0,,0.0
SZ000001940,20240309,TMAX,47.5331,7.5831,316.0,14.7,0.0,,0.0
SZ000001940,20240309,TMIN,47.5331,7.5831,316.0,1.9,0.0,,0.0
SZ000001940,20240309,TAVG,47.5331,7.5831,316.0,8.8,0.0,,0.0
SZ000001940,20240310,TMAX,47.5331,7.5831,316.0,9.7,6.7,,0.0
SZ000001940,20240310,TMIN,47.5331,7.5831,316.0,4.8,6.7,,0.0
SZ000001940,20240310,TAVG,47.5331,7.5831,316.0,7.2,6.7,,0.0
SZ000001940,20240311,TMAX,47.5331,7.5831,316.0,12.4,0.3,,0.0
SZ000001940,20240311,TMIN,47.5331,7.5831,316.0,2.9,0.3,,0.0
SZ000001940,20240311,TAVG,47.5331,7.5831,316.0,6.7,0.3,,0.0
SZ000001940,20240312,TMAX,47.5331,7.5831,316.0,10.0,7.4,,0.0
SZ000001940,20240312,TMIN,47.5331,7.5831,316.0,3.6,7.4,,0.0
SZ000001940,20240313,TMAX,47.5331,7.5831,316.0,13.2,2.4,,0.0
SZ000001940,20240313,TMIN,47.5331,7.5831,316.0,6.6,2.4,,0.0
SZ000001940,20240314,TMAX,47.5331,7.5831,316.0,17.8,0.0,,0.0
SZ000001940,20240314,TMIN,47.5331,7.5831,316.0,4.1,0.0,,0.0
SZ000001940,20240314,TAVG,47.5331,7.5831,316.0,13.9,0.0,,0.0
SZ000001940,20240315,TMAX,47.5331,7.5831,316.0,17.3,11.4,,0.0
SZ000001940,20240315,TMIN,47.5331,7.5831,316.0,6.2,11.4,,0.0
SZ000001940,20240315,TAVG,47.5331,7.5831,316.0,11.9,11.4,,0.0
SZ000001940,20240316,TMAX,47.5331,7.5831,316.0,14.8,0.2,,0.0
SZ000001940,20240316,TMIN,47.5331,7.5831,316.0,7.9,0.2,,0.0
SZ000001940,20240316,TAVG,47.5331,7.5831,316.0,11.4,0.2,,0.0
SZ000001940,20240317,TMAX,47.5331,7.5831,316.0,13.7,4.2,,0.0
SZ000001940,20240317,TMIN,47.5331,7.5831,316.0,6.1,4.2,,0.0
SZ000001940,20240317,TAVG,47.5331,7.5831,316.0,10.1,4.2,,0.0
SZ000001940,20240318,TMAX,47.5331,7.5831,316.0,14.7,13.2,,0.0
SZ000001940,20240318,TMIN,47.5331,7.5831,316.0,7.4,13.2,,0.0
SZ000001940,20240318,TAVG,47.5331,7.5831,316.0,10.9,13.2,,0.0
SZ000001940,20240319,TMAX,47.5331,7.5831,316.0,17.2,0.0,,0.0
SZ000001940,20240319,TMIN,47.5331,7.5831,316.0,6.6,0.0,,0.0
SZ000001940,20240319,TAVG,47.5331,7.5831,316.0,11.1,0.0,,0.0
SZ000001940,20240320,TMAX,47.5331,7.5831,316.0,19.4,2.3,,0.0
SZ000001940,20240320,TMIN,47.5331,7.5831,316.0,4.5,2.3,,0.0
SZ000001940,20240320,TAVG,47.5331,7.5831,316.0,11.9,2.3,,0.0
SZ000001940,20240321,TMAX,47.5331,7.5831,316.0,19.4,0.2,,0.0
SZ000001940,20240321,TMIN,47.5331,7.5831,316.0,9.8,0.2,,0.0
SZ000001940,20240321,TAVG,47.5331,7.5831,316.0,13.4,0.2,,0.0
SZ000001940,20240322,TMAX,47.5331,7.5831,316.0,20.5,1.8,,0.0
SZ000001940,20240322,TMIN,47.5331,7.5831,316.0,8.7,1.8,,0.0
SZ000001940,20240322,TAVG,47.5331,7.5831,316.0,13.8,1.8,,0.0
SZ000001940,20240323,TMAX,47.5331,7.5831,316.0,16.0,6.9,,0.0
SZ000001940,20240323,TMIN,47.5331,7.5831,316.0,4.1,6.9,,0.0
SZ000001940,20240323,TAVG,47.5331,7.5831,316.0,9.7,6.9,,0.0
SZ000001940,20240324,TMAX,47.5331,7.5831,316.0,9.9,1.2,,0.0
SZ000001940,20240324,TMIN,47.5331,7.5831,316.0,2.7,1.2,,0.0
SZ000001940,20240324,TAVG,47.5331,7.5831,316.0,6.1,1.2,,0.0
SZ000001940,20240325,TMAX,47.5331,7.5831,316.0,13.0,0.0,,0.0
SZ000001940,20240325,TMIN,47.5331,7.5831,316.0,2.2,0.0,,0.0
SZ000001940,20240325,TAVG,47.5331,7.5831,316.0,8.0,0.0,,0.0
SZ000001940,20240326,TMAX,47.5331,7.5831,316.0,18.3,0.0,,0.0
SZ000001940,20240326,TMIN,47.5331,7.5831,316.0,6.4,0.0,,0.0
SZ000001940,20240326,TAVG,47.5331,7.5831,316.0,11.1,0.0,,0.0
SZ000001940,20240327,TMAX,47.5331,7.5831,316.0,10.5,0.1,,0.0
SZ000001940,20240327,TMIN,47.5331,7.5831,316.0,4.0,0.1,,0.0
SZ000001940,20240327,TAVG,47.5331,7.5831,316.0,7.0,0.1,,0.0
SZ000001940,20240328,TMAX,47.5331,7.5831,316.0,13.8,1.4,,0.0
SZ000001940,20240328,TMIN,47.5331,7.5831,316.0,3.6,1.4,,0.0
SZ000001940,20240329,TMAX,47.5331,7.5831,316.0,18.3,0.0,,0.0
SZ000001940,20240329,TMIN,47.5331,7.5831,316.0,8.0,0.0,,0.0
SZ000001940,20240330,TMAX,47.5331,7.5831,316.0,15.8,3.2,,0.0
SZ000001940,20240330,TMIN,47.5331,7.5831,316.0,7.8,3.2,,0.0
SZ000001940,20240331,TMAX,47.5331,7.5831,316.0,16.0,5.2,,0.0
SZ000001940,20240331,TMIN,47.5331,7.5831,316.0,6.7,5.2,,0.0
SZ000001940,20240401,TMAX,47.5331,7.5831,316.0,13.5,0.6,,0.0
SZ000001940,20240401,TMIN,47.5331,7.5831,316.0,6.2,0.6,,0.0
SZ000001940,20240401,TAVG,47.5331,7.5831,316.0,8.0,0.6,,0.0
SZ000001940,20240402,TMAX,47.5331,7.5831,316.0,14.9,0.1,,0.0
SZ000001940,20240402,TMIN,47.5331,7.5831,316.0,6.4,0.1,,0.0
SZ000001940,20240402,TAVG,47.5331,7.5831,316.0,8.3,0.1,,0.0
SZ000001940,20240403,TMAX,47.5331,7.5831,316.0,13.9,1.9,,0.0
SZ000001940,20240403,TMIN,47.5331,7.5831,316.0,6.0,1.9,,0.0
SZ000001940,20240403,TAVG,47.5331,7.5831,316.0,10.2,1.9,,0.0
SZ000001940,20240404,TMAX,47.5331,7.5831,316.0,18.0,3.0,,0.0
SZ000001940,20240404,TMIN,47.5331,7.5831,316.0,11.2,3.0,,0.0
SZ000001940,20240404,TAVG,47.5331,7.5831,316.0,13.8,3.0,,0.0
SZ000001940,20240405,TMAX,47.5331,7.5831,316.0,24.2,0.0,,0.0
SZ000001940,20240405,TMIN,47.5331,7.5831,316.0,10.3,0.0,,0.0
SZ000001940,20240405,TAVG,47.5331,7.5831,316.0,16.3,0.0,,0.0
SZ000001940,20240406,TMAX,47.5331,7.5831,316.0,28.8,0.0,,0.0
SZ000001940,20240406,TMIN,47.5331,7.5831,316.0,9.9,0.0,,0.0
SZ000001940,20240406,TAVG,47.5331,7.5831,316.0,19.2,0.0,,0.0
SZ000001940,20240407,TMAX,47.5331,7.5831,316.0,26.2,0.0,,0.0
SZ000001940,20240407,TMIN,47.5331,7.5831,316.0,12.7,0.0,,0.0
SZ000001940,20240407,TAVG,47.5331,7.5831,316.0,19.4,0.0,,0.0
SZ000001940,20240408,TMAX,47.5331,7.5831,316.0,25.6,0.0,,0.0
SZ000001940,20240408,TMIN,47.5331,7.5831,316.0,12.2,0.0,,0.0
SZ000001940,20240408,TAVG,47.5331,7.5831,316.0,19.3,0.0,,0.0
SZ000001940,20240409,TMAX,47.5331,7.5831,316.0,20.7,1.3,,0.0
SZ000001940,20240409,TMIN,47.5331,7.5831,316.0,5.9,1.3,,0.0
SZ000001940,20240409,TAVG,47.5331,7.5831,316.0,10.7,1.3,,0.0
SZ000001940,20240410,TMAX,47.5331,7.5831,316.0,13.4,0.0,,0.0
SZ000001940,20240410,TMIN,47.5331,7.5831,316.0,4.7,0.0,,0.0
SZ000001940,20240410,TAVG,47.5331,7.5831,316.0,8.7,0.0,,0.0
SZ000001940,20240411,TMAX,47.5331,7.5831,316.0,16.9,0.0,,0.0
SZ000001940,20240411,TMIN,47.5331,7.5831,316.0,2.5,0.0,,0.0
SZ000001940,20240411,TAVG,47.5331,7.5831,316.0,10.2,0.0,,0.0
SZ000001940,20240412,TMAX,47.5331,7.5831,316.0,21.4,0.0,,0.0
SZ000001940,20240412,TMIN,47.5331,7.5831,316.0,5.6,0.0,,0.0
SZ000001940,20240412,TAVG,47.5331,7.5831,316.0,13.8,0.0,,0.0
SZ000001940,20240413,TMAX,47.5331,7.5831,316.0,26.5,0.0,,0.0
SZ000001940,20240413,TMIN,47.5331,7.5831,316.0,7.1,0.0,,0.0
SZ000001940,20240413,TAVG,47.5331,7.5831,316.0,16.5,0.0,,0.0
SZ000001940,20240414,TMAX,47.5331,7.5831,316.0,26.5,0.0,,0.0
SZ000001940,20240414,TMIN,47.5331,7.5831,316.0,10.4,0.0,,0.0
SZ000001940,20240414,TAVG,47.5331,7.5831,316.0,18.5,0.0,,0.0
SZ000001940,20240415,TMAX,47.5331,7.5831,316.0,20.0,4.8,,0.0
SZ000001940,20240415,TMIN,47.5331,7.5831,316.0,6.6,4.8,,0.0
SZ000001940,20240415,TAVG,47.5331,7.5831,316.0,15.9,4.8,,0.0
SZ000001940,20240416,TMAX,47.5331,7.5831,316.0,11.7,3.4,,0.0
SZ000001940,20240416,TMIN,47.5331,7.5831,316.0,4.3,3.4,,0.0
SZ000001940,20240416,TAVG,47.5331,7.5831,316.0,7.1,3.4,,0.0
SZ000001940,20240417,TMAX,47.5331,7.5831,316.0,10.9,4.8,,0.0
SZ000001940,20240417,TMIN,47.5331,7.5831,316.0,2.8,4.8,,0.0
SZ000001940,20240417,TAVG,47.5331,7.5831,316.0,6.1,4.8,,0.0
SZ000001940,20240418,TMAX,47.5331,7.5831,316.0,10.1,0.2,,0.0
SZ000001940,20240418,TMIN,47.5331,7.5831,316.0,1.9,0.2,,0.0
SZ000001940,20240418,TAVG,47.5331,7.5831,316.0,5.5,0.2,,0.0
SZ000001940,20240419,TMAX,47.5331,7.5831,316.0,8.8,3.2,,0.0
